 246,WNCLIB,5835
 245,OSGPFW,8535
 247,LYOGUJ,18248
 247,KBHOPV,15327
 247,AOGXDN,12199
 245,VWHMYY,8151
 245,VJVBPV,12001
 245,WDDTBL,14859
 247,OMHIWH,7718
 246,GURGHI,6464
 246,ANXMDQ,14272
 246,QJVJLJ,10011
 245,CVCAGH,9307
 245,SMWDVK,9875
 246,MPMAJL,17834
 245,IYYTRF,10933
 246,AIEGOV,10142
 245,OTHKRL,15796
 246,FNSYGA,15003
 247,GXFDIC,7598
 245,BBCZFI,5421
 245,IQCIUN,16532
 246,ZPZLMZ,17406
 247,FZLMXS,11854
 245,JSXDXY,15739
 245,BWEANU,16968
 246,ZOOKZL,13094
 247,BAUEXQ,16758
 246,KGDQGV,17610
 246,NOWJHZ,6528
 245,XYUZVA,18647
 246,PQYBAE,7389
 246,USMSCB,9205
 245,GPAOQX,9045
 247,LRDOZI,13209
 247,YKCVCD,17940
 245,HURRBB,15653
 245,GXWUJZ,17897
 246,TIUNWT,5150
 245,RVCVFC,5978
 245,IJUKYI,12688
 245,DKVNUC,7848
 246,UYFMPY,14077
 247,RSXJZK,6583
 246,NKRZQS,19364
 247,VDXQAT,17300
 245,VNXGCG,19880
 247,YOJIHY,6055
 246,QZCVZV,8662
 246,SMJEFM,19652
 246,QHIOMQ,16054
 245,HFQIEN,8634
 245,XBYLGI,16780
 247,TESPIQ,10946
 247,XWZYUZ,8750
 246,NUIAHD,17976
 245,RCVIIW,8659
 247,KHOLTR,6585
 245,MLAVPS,8766
 247,PPUCJC,10664
 247,YGWOYN,9399
 246,EXRQIS,17449
 245,AEVPKY,9288
 247,ANXMDQ,9012
 246,VOOKAM,16889
 246,QXJUAM,6355
 247,PVJYXV,9549
 246,OAFOML,19916
 245,JTWKUL,18066
 247,IURDKE,8362
 245,TQFCPE,15120
 247,IJTTUS,13629
 247,IYITFO,6316
 245,HEOTPN,13924
 247,JREHUC,15800
 246,XWFOAU,17885
 245,QJVJLJ,10960
 247,GHIKQN,6882
 247,KMSPDR,12040
 247,XTXDGJ,10040
 247,ORSGVP,5332
 247,GINDOW,6415
 246,TKYSWE,14014
 247,MKBGVT,8364
 247,TIUNWT,12632
 245,CDHROO,6874
 246,ANKFZJ,17227
 246,PDEWFU,6837
 247,WYWDLN,7665
 247,HTWKUA,8884
 246,ODCVYI,13103
 247,UGQILA,7754
 246,GWYYVL,7470
 245,XNNAGM,15451
 245,FWQTFW,10181
 247,IVZBPI,12391
 247,YTOXWO,8359
 245,YDRMMT,6259
 245,ZPZLMZ,9609
 245,VPEDYS,12951
 246,HGGGGD,12878
 247,OYMBET,14381
 246,BBCZFI,15756
 246,IRNGSG,11446
 247,QBKLDI,12102
 246,QXBWRH,11205
 246,XQSWEX,15723
 246,ZRMQQM,17667
 246,AMGRNH,12221
 246,ILTDCF,18393
